dataset_id,dataset_authors,humeral_motion,thoracohumeral_sequence,thoracohumeral_angle,joint,parent,child,euler_sequence,rotation_absolute,origin_displacement,displacement_cs,displacement_absolute,is_data_mean,shoulder_id,side,source_extraction,folder,dof_1st_euler,dof_2nd_euler,dof_3rd_euler,dof_translation_x,dof_translation_y,dof_translation_z
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,8,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_8.csv,ST_medRotation_elevationSagittal_8.csv,ST_tilt_elevationSagittal_8.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,9,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_9.csv,ST_medRotation_elevationSagittal_9.csv,ST_tilt_elevationSagittal_9.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,10,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_10.csv,ST_medRotation_elevationSagittal_10.csv,ST_tilt_elevationSagittal_10.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,11,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_11.csv,ST_medRotation_elevationSagittal_11.csv,ST_tilt_elevationSagittal_11.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,12,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_12.csv,ST_medRotation_elevationSagittal_12.csv,ST_tilt_elevationSagittal_12.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,13,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_13.csv,ST_medRotation_elevationSagittal_13.csv,ST_tilt_elevationSagittal_13.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,14,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_14.csv,ST_medRotation_elevationSagittal_14.csv,ST_tilt_elevationSagittal_14.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,15,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_15.csv,ST_medRotation_elevationSagittal_15.csv,ST_tilt_elevationSagittal_15.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,16,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_16.csv,ST_medRotation_elevationSagittal_16.csv,ST_tilt_elevationSagittal_16.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,17,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_17.csv,ST_medRotation_elevationSagittal_17.csv,ST_tilt_elevationSagittal_17.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,18,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_18.csv,ST_medRotation_elevationSagittal_18.csv,ST_tilt_elevationSagittal_18.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,19,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_19.csv,ST_medRotation_elevationSagittal_19.csv,ST_tilt_elevationSagittal_19.csv,,,
#6,Henninger et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,20,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_elevationSagittal_20.csv,ST_medRotation_elevationSagittal_20.csv,ST_tilt_elevationSagittal_20.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,2,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_2.csv,ST_medRotation_rotation0Abd_2.csv,ST_tilt_rotation0Abd_2.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,3,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_3.csv,ST_medRotation_rotation0Abd_3.csv,ST_tilt_rotation0Abd_3.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,4,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_4.csv,ST_medRotation_rotation0Abd_4.csv,ST_tilt_rotation0Abd_4.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,5,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_5.csv,ST_medRotation_rotation0Abd_5.csv,ST_tilt_rotation0Abd_5.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,6,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_6.csv,ST_medRotation_rotation0Abd_6.csv,ST_tilt_rotation0Abd_6.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,7,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_7.csv,ST_medRotation_rotation0Abd_7.csv,ST_tilt_rotation0Abd_7.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,8,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_8.csv,ST_medRotation_rotation0Abd_8.csv,ST_tilt_rotation0Abd_8.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,9,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_9.csv,ST_medRotation_rotation0Abd_9.csv,ST_tilt_rotation0Abd_9.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,10,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_10.csv,ST_medRotation_rotation0Abd_10.csv,ST_tilt_rotation0Abd_10.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,11,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_11.csv,ST_medRotation_rotation0Abd_11.csv,ST_tilt_rotation0Abd_11.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,12,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_12.csv,ST_medRotation_rotation0Abd_12.csv,ST_tilt_rotation0Abd_12.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,13,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_13.csv,ST_medRotation_rotation0Abd_13.csv,ST_tilt_rotation0Abd_13.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,14,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_14.csv,ST_medRotation_rotation0Abd_14.csv,ST_tilt_rotation0Abd_14.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,15,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_15.csv,ST_medRotation_rotation0Abd_15.csv,ST_tilt_rotation0Abd_15.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,16,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_16.csv,ST_medRotation_rotation0Abd_16.csv,ST_tilt_rotation0Abd_16.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,17,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_17.csv,ST_medRotation_rotation0Abd_17.csv,ST_tilt_rotation0Abd_17.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,18,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_18.csv,ST_medRotation_rotation0Abd_18.csv,ST_tilt_rotation0Abd_18.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,19,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_19.csv,ST_medRotation_rotation0Abd_19.csv,ST_tilt_rotation0Abd_19.csv,,,
#6,Henninger et al.,internal-external rotation 0 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,20,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation0Abd_20.csv,ST_medRotation_rotation0Abd_20.csv,ST_tilt_rotation0Abd_20.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,1,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_1.csv,ST_medRotation_rotation90Abd_1.csv,ST_tilt_rotation90Abd_1.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,2,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_2.csv,ST_medRotation_rotation90Abd_2.csv,ST_tilt_rotation90Abd_2.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,3,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_3.csv,ST_medRotation_rotation90Abd_3.csv,ST_tilt_rotation90Abd_3.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,4,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_4.csv,ST_medRotation_rotation90Abd_4.csv,ST_tilt_rotation90Abd_4.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,5,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_5.csv,ST_medRotation_rotation90Abd_5.csv,ST_tilt_rotation90Abd_5.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,6,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_6.csv,ST_medRotation_rotation90Abd_6.csv,ST_tilt_rotation90Abd_6.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,7,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_7.csv,ST_medRotation_rotation90Abd_7.csv,ST_tilt_rotation90Abd_7.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,8,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_8.csv,ST_medRotation_rotation90Abd_8.csv,ST_tilt_rotation90Abd_8.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,9,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_9.csv,ST_medRotation_rotation90Abd_9.csv,ST_tilt_rotation90Abd_9.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,10,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_10.csv,ST_medRotation_rotation90Abd_10.csv,ST_tilt_rotation90Abd_10.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,11,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_11.csv,ST_medRotation_rotation90Abd_11.csv,ST_tilt_rotation90Abd_11.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,12,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_12.csv,ST_medRotation_rotation90Abd_12.csv,ST_tilt_rotation90Abd_12.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,13,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_13.csv,ST_medRotation_rotation90Abd_13.csv,ST_tilt_rotation90Abd_13.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,14,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_14.csv,ST_medRotation_rotation90Abd_14.csv,ST_tilt_rotation90Abd_14.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,15,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_15.csv,ST_medRotation_rotation90Abd_15.csv,ST_tilt_rotation90Abd_15.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,16,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_16.csv,ST_medRotation_rotation90Abd_16.csv,ST_tilt_rotation90Abd_16.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,17,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_17.csv,ST_medRotation_rotation90Abd_17.csv,ST_tilt_rotation90Abd_17.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,18,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_18.csv,ST_medRotation_rotation90Abd_18.csv,ST_tilt_rotation90Abd_18.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,19,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_19.csv,ST_medRotation_rotation90Abd_19.csv,ST_tilt_rotation90Abd_19.csv,,,
#6,Henninger et al.,internal-external rotation 90 degree-abducted,yx'y'',y'',scapulothoracic,thorax,scapula,yx'z'',True,GH,parent,,False,20,right,authors table,#6_Henninger_et_al/6a_PA,ST_protraction_rotation90Abd_20.csv,ST_medRotation_rotation90Abd_20.csv,ST_tilt_rotation90Abd_20.csv,,,
#7,Karduna et al.,scapular plane elevation,zy'z'',y',scapulothoracic,thorax,scapula,zy'x'',True,,,,True,,left,authors table,#7_Karduna_et_al,ST_protraction_elevationScapular.csv,ST_medRotation_elevationScapular.csv,ST_tilt_elevationScapular.csv,,,
#7,Karduna et al.,sagittal plane elevation,zy'z'',y',scapulothoracic,thorax,scapula,zy'x'',True,,,,True,,left,authors table,#7_Karduna_et_al,ST_protraction_elevationSagittal.csv,ST_medRotation_elevationSagittal.csv,ST_tilt_elevationSagittal.csv,,,
#7,Karduna et al.,internal-external rotation 90 degree-abducted,zy'z'',y',scapulothoracic,thorax,scapula,zy'x'',True,,,,True,,left,authors table,#7_Karduna_et_al,ST_protraction_rotation90Abd.csv,ST_medRotation_rotation90Abd.csv,ST_tilt_rotation90Abd.csv,,,
#8,Kijima et al.,scapular plane elevation,,"angle(yh,yt)",glenohumeral,scapula,humerus,zx'y'',True,GH,parent,True,True,,both,engauged,#8_Kijima_et_al,,GH_introtation_elevationScapular.csv,,,GH_suptranslation_elevationScapular.csv,
#8,Kijima et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',True,,,,True,,both,engauged,#8_Kijima_et_al,ST_tilt_elevationScapular.csv,ST_protraction_elevationScapular.csv,ST_medRotation_elevationScapular.csv,,,
#9,Kim et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,True,,both,engauged,#9_Kim_et_al,ST_tilt_elevationScapular.csv,ST_protraction_elevationScapular.csv,ST_medRotation_elevationScapular.csv,,,
#10,Kozono et al.,scapular plane elevation,yx'z'',y,glenohumeral,scapula,humerus,yx'z'',False,GH,parent,True,True,,right,engauged,#10_Kozono_et_al,,,GH_rotation_elevationScapular.csv,GH_medtranslation_elevationScapular.csv,GH_anttranslation_elevationScapular.csv,GH_suptranslation_elevationScapular.csv
#10,Kozono et al.,internal-external rotation 0 degree-abducted,yx'z'',z'',glenohumeral,scapula,humerus,yx'z'',False,GH,parent,True,True,,right,engauged,#10_Kozono_et_al,,,,GH_medtranslation_rotation0Abd.csv,GH_anttranslation_rotation0Abd.csv,GH_suptranslation_rotation0Abd.csv
#11,Ludewig et al.,frontal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,xz'y'',True,,,,True,,both,authors table,#11_Ludewig_et_al,GH_abduction_elevationFrontal.csv,GH_flexion_elevationFrontal.csv,GH_rotation_elevationFrontal.csv,,,
#11,Ludewig et al.,frontal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,,,,True,,both,authors table,#11_Ludewig_et_al,ST_protraction_elevationFrontal.csv,ST_medRotation_elevationFrontal.csv,ST_tilt_elevationFrontal.csv,,,
#11,Ludewig et al.,frontal plane elevation,yx'y'',x',acromioclavicular,clavicle,scapula,yx'z'',True,,,,True,,both,authors table,#11_Ludewig_et_al,AC_protraction_elevationFrontal.csv,AC_medRotation_elevationFrontal.csv,AC_antRotation_elevationFrontal.csv,,,
#11,Ludewig et al.,frontal plane elevation,yx'y'',x',sternoclavicular,thorax,clavicle,yx'z'',True,,,,True,,both,authors table,#11_Ludewig_et_al,SC_protraction_elevationFrontal.csv,SC_elevation_elevationFrontal.csv,SC_rotation_elevationFrontal.csv,,,
#11,Ludewig et al.,scapular plane elevation,yx'y'',x',glenohumeral,scapula,humerus,xz'y'',True,,,,True,,both,authors table,#11_Ludewig_et_al,GH_abduction_elevationScapular.csv,GH_flexion_elevationScapular.csv,GH_rotation_elevationScapular.csv,,,
#11,Ludewig et al.,scapular plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,,,,True,,both,authors table,#11_Ludewig_et_al,ST_protraction_elevationScapular.csv,ST_medRotation_elevationScapular.csv,ST_tilt_elevationScapular.csv,,,
#11,Ludewig et al.,scapular plane elevation,yx'y'',x',acromioclavicular,clavicle,scapula,yx'z'',True,,,,True,,both,authors table,#11_Ludewig_et_al,AC_protraction_elevationScapular.csv,AC_medRotation_elevationScapular.csv,AC_antRotation_elevationScapular.csv,,,
#11,Ludewig et al.,scapular plane elevation,yx'y'',x',sternoclavicular,thorax,clavicle,yx'z'',True,,,,True,,both,authors table,#11_Ludewig_et_al,SC_protraction_elevationScapular.csv,SC_elevation_elevationScapular.csv,SC_rotation_elevationScapular.csv,,,
#11,Ludewig et al.,sagittal plane elevation,yx'y'',x',glenohumeral,scapula,humerus,xz'y'',True,,,,True,,both,authors table,#11_Ludewig_et_al,GH_abduction_elevationSagittal.csv,GH_flexion_elevationSagittal.csv,GH_rotation_elevationSagittal.csv,,,
#11,Ludewig et al.,sagittal plane elevation,yx'y'',x',scapulothoracic,thorax,scapula,yx'z'',True,,,,True,,both,authors table,#11_Ludewig_et_al,ST_protraction_elevationSagittal.csv,ST_medRotation_elevationSagittal.csv,ST_tilt_elevationSagittal.csv,,,
#11,Ludewig et al.,sagittal plane elevation,yx'y'',x',acromioclavicular,clavicle,scapula,yx'z'',True,,,,True,,both,authors table,#11_Ludewig_et_al,AC_protraction_elevationSagittal.csv,AC_medRotation_elevationSagittal.csv,AC_antRotation_elevationSagittal.csv,,,
#11,Ludewig et al.,sagittal plane elevation,yx'y'',x',sternoclavicular,thorax,clavicle,yx'z'',True,,,,True,,both,authors table,#11_Ludewig_et_al,SC_protraction_elevationSagittal.csv,SC_elevation_elevationSagittal.csv,SC_rotation_elevationSagittal.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,1,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_1.csv,ST_tilt_elevationScapular_1.csv,ST_protraction_elevationScapular_1.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,2,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_2.csv,ST_tilt_elevationScapular_2.csv,ST_protraction_elevationScapular_2.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,3,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_3.csv,ST_tilt_elevationScapular_3.csv,ST_protraction_elevationScapular_3.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,4,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_4.csv,ST_tilt_elevationScapular_4.csv,ST_protraction_elevationScapular_4.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,5,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_5.csv,ST_tilt_elevationScapular_5.csv,ST_protraction_elevationScapular_5.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,6,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_6.csv,ST_tilt_elevationScapular_6.csv,ST_protraction_elevationScapular_6.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,7,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_7.csv,ST_tilt_elevationScapular_7.csv,ST_protraction_elevationScapular_7.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,8,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_8.csv,ST_tilt_elevationScapular_8.csv,ST_protraction_elevationScapular_8.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,9,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_9.csv,ST_tilt_elevationScapular_9.csv,ST_protraction_elevationScapular_9.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,10,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_10.csv,ST_tilt_elevationScapular_10.csv,ST_protraction_elevationScapular_10.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,11,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_11.csv,ST_tilt_elevationScapular_11.csv,ST_protraction_elevationScapular_11.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,12,right,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_12.csv,ST_tilt_elevationScapular_12.csv,ST_protraction_elevationScapular_12.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,13,left,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_13.csv,ST_tilt_elevationScapular_13.csv,ST_protraction_elevationScapular_13.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,14,left,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_14.csv,ST_tilt_elevationScapular_14.csv,ST_protraction_elevationScapular_14.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,15,left,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_15.csv,ST_tilt_elevationScapular_15.csv,ST_protraction_elevationScapular_15.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,16,left,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_16.csv,ST_tilt_elevationScapular_16.csv,ST_protraction_elevationScapular_16.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,17,left,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_17.csv,ST_tilt_elevationScapular_17.csv,ST_protraction_elevationScapular_17.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,18,left,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_18.csv,ST_tilt_elevationScapular_18.csv,ST_protraction_elevationScapular_18.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,19,left,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_19.csv,ST_tilt_elevationScapular_19.csv,ST_protraction_elevationScapular_19.csv,,,
#12,Matsuki et al.,scapular plane elevation,,"angle(yh,yt)",scapulothoracic,thorax,scapula,zx'y'',False,,,,False,20,left,authors table,#12_Matsuki_et_al,ST_medRotation_elevationScapular_20.csv,ST_tilt_elevationScapular_20.csv,ST_protraction_elevationScapular_20.csv,,,
